[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-04 05:38:17] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-04 05:38:17] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-04 05:38:18] [class-ss-setup-task.php:33] Creating archive directory: E:\Seenu\wampp\www\wordpress\wp_site_live/wp-content/uploads\simply-static\temp-files/simply-static-1-1741066697\
[2025-03-04 05:38:18] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/wp_site_live/
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/onboarding
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/onboarding
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/onboarding
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/header.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/product.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/products.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/search-results.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/single-page.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/app/site-editor
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/blur.png
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/containers-announcement.png
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/contrast.png
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/eyedropper.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/go-pro.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/information.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/kit-is-live.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/library-connect/left-1.png
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/library-connect
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/library-connect/left-2.png
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/library-connect
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/library-connect/right-1.png
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/library-connect
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/library-connect/right-2.png
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images/library-connect
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/logo-icon.png
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/logo-panel.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/logo-platform.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/no-search-results.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/placeholder.png
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/images/unlock-sticky.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/images
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/arrow-negative.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/arrow.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/book-negative.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/book.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/clouds-negative.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/clouds.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/curve-asymmetrical-negative.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/curve-asymmetrical.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/curve-negative.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/curve.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/drops-negative.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/drops.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/mountains.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/opacity-fan.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/opacity-tilt.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/pyramids-negative.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/pyramids.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/split-negative.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/split.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/tilt.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:116] Trying to transfer: /wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg
[2025-03-04 05:39:06] [class-ss-transfer-files-locally-task.php:137] Successfully transferred: E:/Seenu/wampp/www/wordpress/wp_site_live/wp-content/plugins/elementor/assets/shapes
